trial_id,run_block,within_block,condition_repeat,model_id,model_role,checkpoint,towel_id,color,towel_shape,pretrain_exposure,hil_exposure,test_regime,layout_id,layout_dx_mm,layout_dy_mm,layout_yaw_deg,executed_steps_m,runtime_config_id,trial_valid,invalid_reason,rerun_of,autonomous_success,correct_both_corner_grasp,lift_success,fold_success,full_task_success,fold_corner_error_mm,task_time_s,intervention_or_abort,failure_stage,failure_mode,episode_path,human_verified,notes
TS104,7,14,7,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS105,7,15,7,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS106,8,1,8,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS107,8,2,8,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS108,8,3,8,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS109,8,4,8,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS110,8,5,8,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS111,8,6,8,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS112,8,7,8,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS113,8,8,8,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS114,8,9,8,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS115,8,10,8,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS116,8,11,8,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS117,8,12,8,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS118,8,13,8,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS119,8,14,8,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS120,8,15,8,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS121,9,1,9,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS122,9,2,9,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS123,9,3,9,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS124,9,4,9,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS125,9,5,9,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS126,9,6,9,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS127,9,7,9,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS128,9,8,9,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS129,9,9,9,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS130,9,10,9,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS131,9,11,9,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS132,9,12,9,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS133,9,13,9,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS134,9,14,9,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS135,9,15,9,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS136,10,1,10,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS137,10,2,10,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS138,10,3,10,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS139,10,4,10,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS140,10,5,10,finetune10k,finetune_from_base20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_finetune/checkpoints/010000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS141,10,6,10,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS142,10,7,10,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS143,10,8,10,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS144,10,9,10,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS145,10,10,10,scratch20k,scratch20k_on_hil101,/home/alpha/lerobot_train/outputs/pick_corner_hil/checkpoints/020000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS146,10,11,10,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-red-hil-square,red,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS147,10,12,10,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-green-hil-square,green,square,no,yes,hil_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS148,10,13,10,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-yellow-unseen-square,yellow,square,no,no,unseen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
TS149,10,14,10,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-white-unseen-rectangle,white,rectangle,no,no,unseen_rectangle,C,0,0,0,,,,,,,,,,,,,,,,,,
TS150,10,15,10,base20k,blue_square_pretrain_only,/home/alpha/lerobot_train/outputs/pick_corner_orbbec_150/checkpoints/020000/pretrained_model,T-blue-pretrain-square,blue,square,yes,no,pretrain_seen_square,C,0,0,0,,,,,,,,,,,,,,,,,,
